Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.329509319441519	0.249153594499998
GRM3	2913	0.329509319441519	0.206533445611111
		0.329509319441519	-0.120166208777778
		0.329509319441519	-0.2830571815
		0.329509319441519	0.303970846944447
CEP295NL	100653515	0.329509319441519	-0.375465372777779
		0.329509319441519	0.157618970555554
KCNQ4	9132	0.329509319441519	0.25662190211111
		0.329509319441519	0.543986882222224
PLEKHJ1	55111	0.329509319441519	-0.289663566388889
		0.329509319441519	-0.358120265166669
		0.329509319441519	0.119155453166668
LOC100131756	100131756	0.329509319441519	-0.2496587965
SUMO4///SUMO2	387082///6613	0.329511553937781	-0.405388217444445
		0.329511553937781	0.464837669222224
		0.329543296707772	0.164762124
		0.329764023726612	-0.275439813777778
POFUT1	23509	0.329772994390083	0.383945078833333
RD3	343035	0.3298194012061	-0.227782247722222
TUB	7275	0.329893866749221	-0.207069184722223
		0.329951435726224	0.252416747000001
		0.329951435726224	-0.124659810388889
OR10G7///OR10G4///OR10G9///OR10G8	390265///390264///219870///219869	0.329975799515585	0.190314710777778
		0.330052129507452	-0.3469804205
BUD31	8896	0.330088664815797	-0.289746354888888
		0.330088664815797	-0.327713987111111
RPL35A	6165	0.330088664815797	0.182649162777778
POM121L10P///POM121L8P///POM121L9P///POM121L1P	646074///29797///29774///25812	0.330088664815797	-0.233836614666667
SERTM1	400120	0.330088664815797	-0.292603942055555
		0.330088664815797	0.161672936055555
OR2G2	81470	0.330088664815797	0.224679495944444
ADD2	119	0.330088664815797	0.93893569488889
MORN4	118812	0.330088664815797	0.346495854055555
CNBD2	140894	0.33014813070988	-0.228891804111111
LOC102725117///ARHGEF34P///ARHGEF35///ARHGEF5	102725117///728377///445328///7984	0.330150092797704	0.494666452277777
ITPKC	80271	0.330198220505507	-0.282651716222224
		0.330227538365784	-0.2557025975
OR52N1	79473	0.330291233864724	0.243552925555556
CCDC184	387856	0.330291233864724	-0.235255480722222
		0.33032149206073	-0.249634616555555
OR6C2	341416	0.33032149206073	0.156369897777779
DCTN6	10671	0.33032149206073	-0.646423672777778
PHF13	148479	0.33036945307598	0.250941904833332
		0.330448450539794	-0.649990310055555
		0.330448450539794	0.843470467444443
KRTAP19-1	337882	0.330451562845034	0.23464219588889
		0.330472291374087	-0.259003031944444
		0.330668616432276	0.14247209388889
OR4C46	119749	0.330843459158668	-0.304430736055555
OR7G1	125962	0.330843459158668	0.273167125388889
		0.33097732556941	0.725228172166666
		0.331063694414885	0.521931838555555
		0.331063694414885	-0.450936149611109
		0.331148919020439	0.511762803277778
HPX	3263	0.331148919020439	-0.264022370499999
		0.331148919020439	0.792629124666668
CDC14C	168448	0.331148919020439	0.339510542833334
METRN	79006	0.331184305353014	0.352583841
NACC1	112939	0.331184305353014	-0.279365941777778
COA7	65260	0.331320498564852	0.309702992055557
SF3A1	10291	0.331325686373666	-0.234086614499999
		0.331339691930257	-0.840284129166668
		0.331339691930257	0.304462936111113
		0.331339691930257	-0.533557292888889
SOS1	6654	0.331339691930257	-0.380377422111115
KIR3DL2///KIR3DL1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DL2///KIR3DL1	3812///3811///3805///3804///3803///3802///3812///3811	0.331339691930257	-0.295295570111111
		0.331471621254999	0.513607285611114
LOC400590	400590	0.331472792370817	-0.480343803222222
KBTBD3	143879	0.331565189492606	0.288663401944445
WNT4	54361	0.331703231779618	-0.296909810277779
TBC1D22A-AS1	642757	0.331826109169593	-0.250811960888888
		0.331968275700463	0.285167128722223
UGT3A2	167127	0.332036521789632	0.618589612500001
ADAMTS3	9508	0.332049261225708	0.466285754666668
NAA30	122830	0.332065092656586	0.375488465111109
SPINT3	10816	0.332065092656586	0.162881514888889
		0.332065092656586	0.147868995222223
		0.332075256277161	0.232892896555555
		0.332275382801164	-0.155204772277778
		0.3323755196164	-0.311069259388889
		0.332385887577673	0.159588507166667
TRIM74///TRIM73///TRIM50	378108///375593///135892	0.332463257251621	0.634180686833333
SPRR2A	6700	0.332463257251621	0.175156975722223
MSLN	10232	0.332463853454429	-0.448623371055556
PANK1	53354	0.332463853454429	0.32257413161111
SGK223	157285	0.332491828903324	0.242683104055557
		0.332566636466774	-0.189663958833331
CCDC151	115948	0.332578051161563	-0.23173052788889
		0.332578051161563	-0.484294884777779
IQCH	64799	0.332619964353758	0.313174291555554
		0.332619964353758	-0.349380931944445
		0.332889866364794	0.273768368888888
BCAS3	54828	0.332889866364794	-0.247778050666667
		0.332931040190754	-0.228662864444445
RNF113B	140432	0.332982588425255	-0.193682252333334
		0.332982588425255	0.304853169444446
CTXN3	613212	0.333030616761131	-0.201454949444446
		0.333030616761131	-0.207612393277778
SRP54	6729	0.333040351410088	0.287396897388889
		0.333043032066088	-0.121936590666667
CSPG4P5///CSPG4P1Y	114817///114758	0.333043032066088	-0.214403603555555
		0.333068251642674	-0.309133521500002
		0.333075673852762	0.485862095555554
		0.333136004203186	0.32391854
		0.33328653580389	0.239700105888889
		0.33328653580389	-0.370180306944446
		0.333320510040292	-0.419297642888886
GUCA1B	2979	0.333365035947922	-0.195471758833334
UGT2A3	79799	0.333365035947922	0.793851731277776
CDHR2	54825	0.333365035947922	-0.186792077833333
		0.333470428982887	0.213303479999999
AKAP17A///ASMT	8227///438	0.333470428982887	-0.287496088777776
DTX4	23220	0.333470428982887	-0.5291745285
		0.333470428982887	-0.446232971000001
WDPCP	51057	0.333497632297651	0.310154246055556
KISS1	3814	0.333497632297651	-0.221852489944446
KANK3	256949	0.333565104558393	-0.292405163555554
FLJ41327	401045	0.333565104558393	0.253262897277779
		0.333565104558393	0.625211860444444
ANOS1	3730	0.333565104558393	-0.201893367888888
CENPBD1	92806	0.333576581578309	-0.303961645777778
		0.333590637592068	-0.471351966333333
DNAJB11	51726	0.333615992656471	0.390011024611113
KCNK9	51305	0.333615992656471	-0.281144494777777
FCRL3	115352	0.333615992656471	0.397809923000002
		0.333615992656471	-0.251082444944446
POLG	5428	0.333648261354231	0.317620081611111
		0.333699472456989	-0.268740492666666
		0.33372129709543	0.505651754000004
		0.33372129709543	-0.449649101444445
		0.33372129709543	-0.306835791444445
ASCL5	647219	0.33372129709543	-0.180049880444444
		0.333753655398088	0.255910676611111
C14orf178	283579	0.333879556484131	-0.255301439833335
		0.334018681284967	-0.164132479222222
OR1A2	26189	0.334023389961378	-0.221013258333334
		0.33414590188749	0.597001500222222
SCOC-AS1	100129858	0.33414590188749	0.374096511833333
MAPK1IP1L	93487	0.33414590188749	0.265996612055551
		0.334146349551428	-0.297793230722221
FOXD3	27022	0.334163792596465	-0.251846950000001
SLC35D2	11046	0.334246117767291	-0.469467550111113
		0.334246117767291	0.197064268222223
SNORA70F	100337591	0.334335081729802	0.299958450166667
VSTM2B	342865	0.334335081729802	-0.34351417661111
LHFPL3	375612	0.334353791515388	-0.28853447511111
OR9A4	130075	0.334404423873306	-0.225991597055556
TACR2	6865	0.334404423873306	-0.276776046111113
NOM1	64434	0.334495382920589	0.3079304505
CEPT1	10390	0.334546807709801	-0.264649944222219
		0.334546807709801	1.11260277916667
SPACA6	147650	0.334554045817818	-0.234982658166667
CD248	57124	0.334598782591648	-0.320500684888889
RPRM	56475	0.334609581634436	-0.225537593611111
		0.334609581634436	0.210081088777778
		0.334637962263104	-0.426023705000001
CFB	629	0.334674779516033	-0.284562920388889
NDUFA12	55967	0.334721333842576	-0.629117570277778
DDX25	29118	0.334736375335341	-0.136546275944444
		0.334766752773342	-0.647547272
ROPN1B///ROPN1	152015///54763	0.334793858904778	0.210159903055555
		0.334812788419684	0.384902184777776
PLK2	10769	0.334946948585698	-0.981049555888892
		0.334973843644394	0.301744954722223
SMC1A	8243	0.335126925712016	0.417885510444447
MIR154	406946	0.335192665388106	0.216024938833334
		0.335242643954678	0.330311375055555
		0.335242643954678	-0.427218212000001
		0.33524863829967	-0.137181034111112
INCENP	3619	0.335270558674083	0.482060353333333
		0.335304492542612	0.189416424833333
OR13C3	138803	0.335348610381546	0.435009621333333
		0.335633065454049	0.341699977555554
CCDC78	124093	0.335800532417717	-0.277645228444444
HKDC1	80201	0.335824513339685	-0.207535680388892
LGALS8-AS1	100287902	0.335864962772649	-0.264011528666667
RAB29	8934	0.335875920093525	-0.483627364277776
RASGEF1B	153020	0.335936778165131	-1.00418115583334
COX19///ADAP1	90639///11033	0.335936778165131	-0.401710153944444
ZC2HC1C	79696	0.335936778165131	-0.214498387444444
SNORD13	692084	0.335937695463965	-0.92889575972222
SKIDA1///SKIDA1///LOC219688	387640///387640///219688	0.335971324145019	0.557246152944447
SLC36A2	153201	0.335986476907442	-0.210838265
		0.336165062813904	-0.177477558999999
		0.336165062813904	0.198596797722222
		0.336165062813904	-0.396056686055555
TMCO1	54499	0.336165062813904	-0.413055590666666
		0.336290465650407	0.371817570555555
C8G	733	0.336293843017874	-0.266567857388891
		0.336293843017874	0.954773819777779
		0.336355303973522	-0.415987327222223
PMPCB	9512	0.336355303973522	-0.401161777277778
GPR31	2853	0.336586617746414	-0.210976446166668
RNF175	285533	0.336586617746414	-0.428134380833334
DNAJC19	131118	0.336831256111746	0.302332765500002
GPC6	10082	0.336951909311012	0.870406995111113
		0.336982520815319	-0.193441183333332
LOC613266	613266	0.336998128538514	0.282151718166667
		0.336998128538514	0.346840901222222
PKP1	5317	0.337089399811364	-0.235056703944444
KLK9	284366	0.337216187269607	-0.301800312000003
KCNA1	3736	0.337246453719312	-0.309239218333333
		0.337246453719312	0.296830254000001
		0.337270024357423	-0.480904208777779
		0.337301558564745	0.233108265722223
		0.337301558564745	0.392257950055556
BZW2	28969	0.337301558564745	0.579278588277779
OR4S1	256148	0.337301558564745	-0.168683273777778
SMDT1	91689	0.337301558564745	-0.312897506166671
GNG3	2785	0.337301558564745	0.219678514999998
SHFM1	7979	0.33733748488567	0.342239461111111
GABRA5	2558	0.33733748488567	-0.207285164277777
TRPC4AP	26133	0.337357581119827	0.161583123777776
SCARNA4	677771	0.337357581119827	-0.791220396833333
USF2	7392	0.337415456081316	-0.200161696277778
RAPGEF1	2889	0.337434705401425	-0.62320029972222
CLIC1	1192	0.337434705401425	-0.285036399666671
FGF14	2259	0.337434705401425	-0.190294412833332
SOX15	6665	0.337446779253242	-0.208162648555556
LOC642316	642316	0.337652853662422	-0.18814488322222
		0.337667287507517	0.35919985977778
PRSS21	10942	0.337713457541588	0.754711965555556
		0.337800739408358	-0.143721095722221
C6orf47	57827	0.337800739408358	-0.288047610222222
TGIF2	60436	0.337815846247009	0.223775188555557
DCTN4	51164	0.337949522838167	0.366118243888891
		0.337949522838167	-0.546069235222222
ZNRD1	30834	0.337949522838167	0.300180983555555
		0.337949522838167	-0.331609877277781
WDR53	348793	0.337949522838167	0.317645255055556
USP39	10713	0.337952312086209	0.207103812611113
		0.337955248503655	0.349081126166667
		0.337955248503655	0.285267937333335
ABHD17C	58489	0.337955248503655	0.323098285444446
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218	0.337955248503655	-0.424263677166665
NPIPB9///NPIPB5///NPIPB6///PDXDC2P///NPIPB3	100507607///100132247///728741///283970///23117	0.337964430050806	-0.299791479944443
PRSS53	339105	0.337964430050806	-0.206355899722224
AKR1B1	231	0.337964430050806	-0.639974215333335
CACYBP	27101	0.337964430050806	0.341214092666667
		0.337964430050806	0.594401189666666
CC2D1A	54862	0.33801114997485	-0.238379765888889
FAM138E///FAM138D///FAM138C///FAM138B///FAM138A///FAM138F	100124412///677784///654835///654412///645520///641702	0.338174354991389	0.188933591111112
VPS52	6293	0.338183909684449	0.66410997666667
EPM2AIP1	9852	0.338183909684449	0.299001764555556
DMBX1	127343	0.338193377380734	-0.298199898944445
IQCG	84223	0.338193377380734	-0.436793797277777
PABPC5	140886	0.338215217290894	-0.206521817777777
EIF1B	10289	0.338281878184268	-0.395260058333334
AQP12B///AQP12A	653437///375318	0.338330274245774	-0.271765241
		0.338346373564487	-0.260587431388888
TRPM1	4308	0.33837481429096	-0.192878697666666
		0.33837481429096	0.313765220500001
DPPA3	359787	0.338412143991771	-0.367401193277777
HS3ST1	9957	0.338412143991771	-0.3478134815
POLDIP2	26073	0.338480748556523	0.256552472833334
CBFA2T3	863	0.338499415571139	0.189497737333332
MUC12	10071	0.338501414955197	-0.305025748277779
SETD1A	9739	0.338528089044908	-0.216130410222224
BMP8A	353500	0.338540798768997	-0.24879933061111
ZNF208	7757	0.338589922754883	0.368258027444445
CCL18	6362	0.338611792092395	-0.215038529555557
FANCF///FANCF	2188///2188	0.338611792092395	0.398402228055555
SLC51B	123264	0.338616543233133	-0.202760809444445
		0.338616543233133	0.808076366222222
		0.338660017646238	-0.285033713666668
C10orf71	118461	0.338675643054153	-0.178131161666668
TMSB4Y///TMSB4XP6///TMSB4XP2///TMSB4XP1///TMSB4X	9087///7120///7116///7115///7114	0.338675643054153	-0.384465332944446
		0.33876279924812	0.641581743777777
ZBTB41	360023	0.338872510320172	0.367639743666667
DKK2	27123	0.339082010602246	0.681978826888888
		0.339139752246857	0.234864222000001
		0.339367587716651	-0.645769412833336
WRAP53	55135	0.33947346771517	-0.207488345277778
RGS20	8601	0.339605919656044	-0.170332092666666
KRT17P5	339240	0.339613137571862	-0.275241863166668
		0.339613137571862	0.633599816166668
C6orf15	29113	0.339772209333857	-0.646412186055557
PPP1CC	5501	0.339777281196463	-0.249302178166666
HMX1	3166	0.339777281196463	-0.2603769285
AK4	205	0.339777281196463	0.676047266277778
ERVK-19///ERVK-9///ERVK-6///ERVK-4	100862685///100616102///64006///60359	0.339793217190692	0.280732598222222
SMIM19	114926	0.339804751612878	-0.637891642555556
TMEM75	641384	0.339804751612878	-0.234412979833334
		0.339804751612878	-0.313254065111112
POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH	102724631///102723502///100996331///100288966///100287399///728378///653781///641455///445582///440915///404785///388468///317754///23784	0.339804751612878	-0.298485353222222
TMEM196	256130	0.339804751612878	-0.206949795111112
FAM153C///FAM153A///FAM153B	653316///285596///202134	0.339804751612878	-0.588018318499999
TSC22D4	81628	0.339804751612878	-0.275287169055553
POP1	10940	0.339804751612878	0.351181295555556
DENND5A	23258	0.339804751612878	-0.376374982666666
ATP9A	10079	0.339816594313182	0.41897562811111
PBX1	5087	0.33982301353192	-0.35110106572222
		0.339840731253095	-0.327554211
		0.33991400071545	-0.870876068944447
SLC5A9	200010	0.33996779641158	-0.201002727388889
		0.340157327333064	-0.195055332222221
CCL22	6367	0.340289167046787	0.217987111000001
		0.34039746402516	0.214103813833332
		0.340415834603988	-0.309451402277782
ATG5	9474	0.340453968334943	-0.205605814611114
		0.340453968334943	-0.223649392222223
		0.340469151054175	-0.649266335833333
		0.340490486906	-0.126911390055554
S100A7A	338324	0.340490486906	0.215720216777778
ZNF227	7770	0.340772480143178	0.397119470888891
POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH	102724631///102723502///100996331///100288966///100287399///728378///653781///641455///445582///440915///404785///388468///317754///23784	0.340772480143178	-0.158116420222222
		0.340928665958261	0.114258111555555
		0.340933441200475	0.61712239338889
RAB4B-EGLN2///EGLN2	100529264///112398	0.340969860956197	-0.193821587333332
SLC6A1	6529	0.341087363955211	-0.245103914111112
PEX14	5195	0.341087363955211	0.200039241888889
USP12	219333	0.341087363955211	1.00214581033333
		0.341094689550431	0.108465749055555
AJUBA	84962	0.341114668409321	0.2189246925
		0.341307596665329	-0.256869488722224
		0.341410996826768	-0.154296426666666
LOC400002	400002	0.34147873304528	0.301285558277779
AIM1L	55057	0.34147873304528	-0.210519114944445
		0.34147873304528	0.176648278444446
CCL3	6348	0.341527777463933	-1.06989291577778
FAAP100	80233	0.341861874274578	-0.208403633277778
		0.34194613011038	-0.213071108666665
		0.34194613011038	-0.59253399527778
SLC2A2	6514	0.341966665265888	-0.175324370277778
ISM1	140862	0.342018903349437	-0.196014961388889
ADGRF2	222611	0.342071622018182	0.18092065261111
CNTNAP4	85445	0.342084949092072	-0.162605410555557
		0.342086992716332	0.178347263388889
G3BP2	9908	0.342086992716332	0.232883063444447
		0.342100273475939	0.418027744166666
ARHGEF16	27237	0.342100273475939	-0.20385913088889
OR10G8	219869	0.342124279421848	-0.178801633166667
		0.342231710217624	-0.22795675577778
COX4I2	84701	0.342375492993727	-0.255864485222223
		0.342375492993727	-0.307884988777778
LGSN	51557	0.34242129169155	0.229078908388888
CHRNB3	1142	0.34242129169155	-0.155468694333334
		0.34242129169155	-0.519162649944445
		0.342468376947132	0.451973033944446
ZNF787	126208	0.342468376947132	0.359743911722219
ZNF3	7551	0.34270442707403	0.416134653333335
SPINT4	391253	0.34270442707403	-0.191033747277778
ANKRD16	54522	0.342729856948207	0.393762154777778
NXNL2	158046	0.342729856948207	-0.284042214000003
		0.342755485754214	0.119581713000001
		0.342763042823145	0.171832334833334
NPRL2	10641	0.342763042823145	-0.352239454722222
VTRNA1-2	56663	0.342830302001387	0.197126502333334
TCF24	100129654	0.34301034100253	-0.34721908
LAMC3	10319	0.343067318966579	-0.253588742944443
		0.343067318966579	0.783717382944446
RICTOR	253260	0.343067318966579	0.348219136499999
IGKC	3514	0.343067318966579	0.602930884166666
		0.343067318966579	-0.257379258222223
RSU1	6251	0.343067318966579	-0.521682398388888
		0.343067318966579	-0.229137483111111
GRAP	10750	0.343067318966579	0.392482589222221
DNMT3L	29947	0.343067318966579	-0.250190936777778
SLC4A4	8671	0.343128428044142	0.767315357500003
PLA2G1B	5319	0.343128428044142	0.401577302555556
WDFY1///FAF2	57590///23197	0.343128428044142	-0.261274346277778
SERINC2	347735	0.343128428044142	-0.225922011444445
HOXB13	10481	0.343141494042529	-0.19487378111111
		0.343141494042529	0.321841113444444
ANAPC1P1///ANAPC1	100286979///64682	0.34317534910646	0.49829054561111
CCDC93	54520	0.34317534910646	-0.254700146388889
LOC102724229	102724229	0.343251777295636	0.299135416277776
NUAK1	9891	0.343269543542144	0.258102839333334
		0.343286088091574	0.122193399055555
		0.343369764497886	-0.511327794944444
C18orf12	84322	0.343405870595017	0.202515314444444
		0.343475345874252	0.378785059722223
FAM227B	196951	0.343514687618273	0.341629836444445
		0.343521546315348	-0.172897855555556
SENP5	205564	0.343592746080476	0.272398831388887
C1QTNF8	390664	0.343598980969404	0.30949069261111
		0.343718845487958	-0.290129846333333
CD276	80381	0.343722515743477	0.345168972444445
		0.343986306104544	0.108662564555556
		0.343986306104544	-0.419035872777779
RFPL4A	342931	0.343986306104544	0.879587520277777
		0.344086130710582	0.77781346088889
		0.344088318479515	0.74428893688889
NBEA	26960	0.344323403231727	0.695363636
KALRN	8997	0.3443966775254	0.295654124277777
PDLIM3	27295	0.344574032914758	-0.208333767444444
		0.344637983917497	-0.542440192166666
		0.344637983917497	-0.31629371
POM121C///POMZP3///POM121	100101267///22932///9883	0.344637983917497	-0.49284463366667
LTB	4050	0.344637983917497	0.339855367888888
ZAP70	7535	0.344637983917497	0.275242343611111
POM121L2	94026	0.344703703891244	-0.189504852444444
ING1	3621	0.344870693232403	-0.337566381444447
PNMA6A	84968	0.345104807874093	0.340276702666666
MCF2L2	23101	0.345104807874093	0.314030347166666
GDI2	2665	0.345127523040366	-0.20284087388889
SOX3	6658	0.345206633403619	-0.278097757000003
USHBP1	83878	0.345206633403619	-0.255865220833335
		0.345206633403619	0.408327601111111
RTFDC1	51507	0.345206633403619	0.344405676000001
ZNF311	282890	0.345303945937222	0.327758474
ZCCHC10	54819	0.345303945937222	-0.333932010499998
PRPF38B	55119	0.345374068246844	0.305442315388888
ETV2	2116	0.345374068246844	-0.242278699666666
PCOLCE2	26577	0.345374068246844	0.380853963055556
FNDC7	163479	0.345374068246844	-0.132778629166669
TBP	6908	0.345374068246844	-0.415230122222223
		0.345415708610308	0.373835454611111
CHRNA7	1139	0.345489170374536	0.279172696166666
		0.34552051742015	-0.423126393833335
		0.34564867964389	-0.225793104722223
		0.345749878455621	-0.461655274055556
GGACT	87769	0.345812421718302	-0.23964665688889
SESTD1	91404	0.345860391312823	-0.796033137499996
STPG1	90529	0.346064757926771	0.449464552444444
		0.346364783853633	0.242366473277777
MAT2A	4144	0.346391690457295	0.301362107777781
		0.346406128392195	-0.164304121333334
QRFPR	84109	0.346593305329151	-0.196510089666666
ATP6V1G3	127124	0.346660887556493	-0.140878063111111
		0.346673660249566	0.328973247111111
PPP4R1	9989	0.346731948937753	0.277872829166666
DGKG	1608	0.346734297797318	-0.506530778722222
		0.346747314738489	0.352997450111111
		0.346747314738489	-0.654801005222224
GPN3	51184	0.346747314738489	0.357523830333331
		0.346747314738489	0.510093144944444
TMEM74B	55321	0.346824029589463	-0.228437960277777
OOSP2	219990	0.346832155951419	-0.166879496611113
		0.34692173184373	0.735116206777775
TBC1D10C	374403	0.346934708086639	0.184272360333337
		0.346978139202438	-0.572557989055554
		0.347112467049638	0.31248512438889
TTC17	55761	0.347136487914319	0.20481860983333
		0.347142821319368	-0.303733968000001
		0.347164298043902	0.127899575333334
EVA1A	84141	0.347191980112315	-0.213121095333332
PTPRT	11122	0.347191980112315	-0.212058805499999
		0.34724794830707	-1.03186780594445
SECISBP2L	9728	0.34727625472021	-0.381073863333333
PI15	51050	0.3473036617459	0.763559553166667
		0.3473480267772	-0.303542939444442
CPN1	1369	0.347373352762486	-0.221653796222221
CCL15-CCL14///CCL15///CCL14	348249///6359///6358	0.347390694695339	0.2225943995
FBXO2	26232	0.347449743957801	-0.378684219611111
		0.347462914481937	0.246172405944446
ARHGAP12	94134	0.347472517059864	-0.627876683166666
		0.34756070186317	0.233601562888889
		0.347605960413119	-0.278642893666667
		0.347675946464385	-0.327737931111118
KIAA1549L	25758	0.347703918110008	-0.199579754555556
		0.347742987281204	-0.240106190777778
PPP1R12A	4659	0.347791899295692	-0.25800074911111
FAM185A	222234	0.34807464717221	0.596959596333332
USP9X	8239	0.348106760629982	0.267250072166668
N4BP2L1	90634	0.348122693517724	-0.259551702055555
USP29	57663	0.348125028262641	0.143967097277778
		0.348307233384496	0.342795901166668
PEX11B	8799	0.348307233384496	-0.577565277500001
		0.348307233384496	0.364422832
CEACAM6	4680	0.348420095575701	0.964758027722222
LRRTM4	80059	0.348420095575701	0.184337210000001
ERAP1	51752	0.348601756765272	0.269904531888887
SPCS2///SPCS2	9789///9789	0.348601756765272	0.282391565222222
		0.348601756765272	-0.203449078333334
GIGYF2	26058	0.348601756765272	0.203038310166666
		0.348601756765272	-0.247920332166667
AMBN	258	0.348610430423397	-0.179822550833333
BSND	7809	0.348779089981124	-0.179760311000001
NUPR2	389493	0.348779089981124	-0.327559703944444
LOC100130815	100130815	0.348784015520876	0.1989060835
		0.348839150179421	0.762222600111113
ZNF628	89887	0.348926946835835	-0.211792342444443
		0.349119434999133	-0.194089432722222
		0.3491885011937	0.310804719444446
PSCA	8000	0.349256661667979	-0.192687132166666
		0.349340074961362	-0.345860756833334
GRAMD1A	57655	0.349340074961362	-0.200517194555554
		0.349377537888425	-0.401345343722223
CYP2C18	1562	0.34942973620156	0.220755564666666
CCL3L3///CCL3L1///CCL3	414062///6349///6348	0.349455318684056	-1.06970346872222
CXorf58	254158	0.349551835672585	0.151043474777777
		0.349676747323089	0.403345785611112
		0.349693430703974	0.453993693944443
JAKMIP2	9832	0.349861653316396	0.516832247777777
		0.349861653316396	0.132271748833333
		0.349951261238969	0.383885186944443
CSRNP1	64651	0.34999186438507	-0.841132286111113
C11orf44	283171	0.350040575662578	-0.305500297388889
		0.350188136930761	0.611011492055557
		0.350234608280299	-0.34576211922222
		0.350234608280299	-0.311361862500002
		0.350234608280299	0.130733004222221
KLHL35	283212	0.350234608280299	0.218569115888887
		0.350234608280299	0.145261397722222
SLC13A3	64849	0.350237760435199	-0.185092008277778
		0.350241192880262	0.138291315055556
		0.350241192880262	0.149548883166667
		0.350250891735459	0.159241985777778
MKRN9P	400058	0.350463414877437	0.374131362833332
		0.350492742020468	0.735721168777777
		0.350639056666594	0.5810637265
GYS2	2998	0.350704023449723	0.186324003388889
NEK9	91754	0.350704023449723	0.294769030055555
		0.350708558168251	0.152187667333333
SLX4	84464	0.350708558168251	-0.246767817944445
TRAPPC2	6399	0.350708558168251	0.511605023111112
OR6C74	254783	0.350708558168251	-0.165996913388889
		0.350708558168251	1.10171493394445
DUSP12	11266	0.350708558168251	-0.181944906500001
OR11H12///OR11H1	440153///81061	0.350708558168251	0.169331601611111
TSPY10///TSPY4///TSPY3///TSPY2///TSPY1	100289087///728395///728137///64591///7258	0.350708558168251	0.379777314388891
C1orf127	148345	0.351011565962633	-0.266614187611112
		0.351058022925197	0.574958454888887
		0.351202754397429	0.334908745
		0.351202754397429	0.549284087722219
PROP1	5626	0.351295663820977	0.309899624944444
KITLG	4254	0.351321026339375	0.592463846222222
NMRK1	54981	0.351321167357755	-0.3601559665
DKFZp779M0652	374387	0.351363242078772	-0.245875402888887
CRIM1	51232	0.35144921019362	0.710883603888888
NCR3	259197	0.351517338122866	0.255901222444445
SF3B6	51639	0.351517338122866	-0.515165485444443
STK31	56164	0.351517338122866	0.201476445611111
NUP88	4927	0.351537351566064	0.48966711238889
KCNE4	23704	0.351641037374588	-0.208311307777778
TMSB4XP6///TMSB4XP2///TMSB4XP1///TMSB4X	7120///7116///7115///7114	0.351659241890912	-0.405095781777776
		0.35168958989219	0.523084745277778
		0.35168958989219	0.269171672055558
		0.351986436045675	0.363551826277777
ADK	132	0.352137436351642	0.465604514944446
		0.352148378760343	0.438350187333334
		0.352148378760343	0.482803098000001
		0.352151656423171	-0.164911445555556
		0.35220971648244	0.621922729
		0.352284412773032	-0.412101413333336
SNX14	57231	0.352288857996461	-0.234521307333333
TTC1	7265	0.352296320018848	-0.246168781222225
CNOT7	29883	0.352296320018848	-0.252095405999997
		0.352325030116879	-0.179915971888888
		0.352502314506011	0.204507052722223
SLC25A16	8034	0.352502314506011	-0.326351421833334
FBXW2	26190	0.352502769076112	0.228055187722223
FERMT3	83706	0.352590459579858	-0.2922622055
		0.352608715932947	0.400773069611112
TTTY13///TTTY13	83868///83868	0.352608715932947	0.213645565999999
		0.352608715932947	-0.391382068111114
URM1	81605	0.352608715932947	-0.229071889888887
RPL15	6138	0.352608715932947	0.277256604833333
MMACHC	25974	0.352608715932947	0.491379015555556
CIPC	85457	0.352608715932947	-0.259867157333334
FAM214A	56204	0.352608715932947	0.280538512722222
C1orf167	284498	0.352608715932947	-0.224197745388889
ZNF384	171017	0.352608715932947	-0.340224432000003
		0.352608715932947	-0.200700944833333
TNIK	23043	0.352608715932947	0.829122642944444
		0.35269607826853	-0.167842858111112
MOB1A	55233	0.35280240566376	-0.346080884666666
POLRMT	5442	0.352905006443261	0.285662144111113
PDCD10	11235	0.353063653143544	0.427649753888889
		0.353154622159752	0.260551695555556
		0.353247650507233	-0.306758260222223
FAM156B///FAM156A	727866///29057	0.353285477469491	-0.322367890055555
LOC100128922	100128922	0.353333707607033	0.135287230611112
		0.353333707607033	-0.76524286938889
ELOF1	84337	0.353350102466065	-0.339487526999998
TMPRSS11A	339967	0.353350102466065	-0.17364558838889
GRM2	2912	0.353368667434228	-0.189617947611112
POU2F1	5451	0.353467222539364	0.392850124000002
		0.353467222539364	-1.07506048494444
		0.353480286816021	0.162307945611113
CYCS	54205	0.353504079373125	0.562043627888886
FOXC1	2296	0.353622856476644	0.37300930827778
C9orf163	158055	0.353622856476644	-0.244646769666667
		0.353678791786043	0.442146025999996
